answer_md,category,question,url
"You can make three types of Voluntary Contributions (VC) for your employees:
| | |
| --- | --- |
| **Type of VC** | **VC Limit** |
| i) Cash top-ups to your employee(s),  Special or Retirement Account | For members below 55: up till the current Full Retirement Sum (FRS)For members 55 and above: up till the current Enhanced Retirement Sum (ERS)[Learn more](https://www.cpf.gov.sg/member/faq/growing-your-savings/retirement-sum-topping-up-scheme/how-much-tax-relief-can-i-enjoy) about how you can earn tax deductions for cash top-ups made on your employee(s),  behalf. |
| ii) VC to your employee(s),  three CPF Accounts | Up to the CPF Annual Limit ($37,740 per employee per year) less the mandatory contributions received by the employee for the calendar year.Backdating of VC to an earlier date is not allowed. Do consider the mandatory CPF contributions you will be making for your employee, before making VC. If the total mandatory CPF contributions and VC received by the employee exceeds the CPF Annual Limit in the calendar year, VC in excess of the CPF Annual Limit will be refunded without interest. |
| iii) VC to your employee(s),  MediSave Account only under the Additional MediSave Contribution Scheme (AMCS). | Up to $2,730 per employee per year. Any VC in excess of this limit will be refunded without interest to the employer in the following year.Backdating of VC to an earlier date is not allowed. AMCS contributions are not subject to the CPF Annual Limit and the employee(s),  Basic Healthcare Sum (BHS). |
| | |",voluntary-contributions,What are the applicable limits if I wish to make Voluntary Contributions (VC) for my employees?,https://www.cpf.gov.sg/employer/faq/making-voluntary-cpf-contributions/voluntary-contributions/what-are-the-limits-if-i-wish-to-make-vc-for-my-employees
"You can make Voluntary Contributions (VC) to:
1. Your employee(s)' Special /Retirement Account only under the [Retirement Sum Topping Up Scheme (RSTU)](https://www.cpf.gov.sg/member/growing-your-savings/saving-more-with-cpf/top-up-to-enjoy-higher-retirement-payouts/top-ups-for-loved-ones-employees-and-others) (tax relief available to both employer and employee).
2. Your employee(s)' three CPF accounts (no tax relief given for both employer and employee).*#*
3. Your employee(s)' MediSave Account via the Additional MediSave Contribution Scheme (AMCS) (tax free for employees and tax benefits available to employers).*#*
Please note that your employees must be Singapore Citizens or Singapore Permanent Residents only.
*#* The VC made will be treated as the current month's contribution. Backdating of VC to an earlier date is not allowed.
You can [find out more](https://www.cpf.gov.sg/employer/making-voluntary-contributions) on the types of VC you can make for your employees.",voluntary-contributions,What are the types of Voluntary Contributions (VC) I can make for my employees?,https://www.cpf.gov.sg/employer/faq/making-voluntary-cpf-contributions/voluntary-contributions/what-are-the-types-of-voluntary-contributions-vc-i-can-make-for-my-employees
"You do not need to take into account the employer and employee, s CPF contribution rates when making Voluntary Contributions (VC) for your employees.
However, you will need a different CPF Submission No. (CSN) to make voluntary contributions for your employees. You should not use your existing CSN for mandatory CPF contributions to make your VC.
Find out more on how you can [make voluntary contributions](https://www.cpf.gov.sg/employer/making-voluntary-contributions) for your employees.",voluntary-contributions,Do I need to take into account the employer and employee's CPF contribution rates when making Voluntary Contributions (VC) for my employees?,https://www.cpf.gov.sg/employer/faq/making-voluntary-cpf-contributions/voluntary-contributions/do-i-consider-employer-and-employee-cpf-rates-when-making-vc
There is a limit set as the CPF system is generally meant to cater to the needs of up to 80th percentile of workers in Singapore. Higher income earners would have other means to supplement their retirement income.,voluntary-contributions,CPF Board encourages retirement savings but a limit was set for the contributions. Why is that so?,https://www.cpf.gov.sg/employer/faq/making-voluntary-cpf-contributions/voluntary-contributions/why-is-a-limit-set-for-cpf-contributions
"The purpose of CPF Investment Scheme is to provide alternative investment to help CPF members build up their retirement savings. As expenses of investment have a significant impact on returns, a regular review of the Total Expense Ratio (TER), caps is important as high expense ratio would erode investment returns for CPF members. Where feasible, TER caps should be kept low to increase the fund, s per-unit net asset value and enable CPF members to accumulate their retirement savings faster. This is in line with the efforts by regulatory authorities in other countries to reduce the cost of funds to investors.",cpf-investment-schemes,Why are Total Expense Ratio (TER) caps reduced for CPF Investment Scheme funds?,https://www.cpf.gov.sg/employer/faq/business-partners/cpf-investment-schemes/why-are-total-expense-ratio--ter--caps-reduced-for-cpf-investmen
"Fund Management Companies (FMCs)/insurers have undertaken to comply with the Total Expense Ratio (TER), caps for funds included under CPF Investment Scheme. If their List A funds are not able to comply with the new TER caps from 2016, **FMCs/insurers will be required to compensate the funds for the difference between the actual expense ratios and the new TER caps**. The funds would then be downgraded to List B with effect from the implementation date (see *[relevant reporting period](/content/dam/web/member/business-partners/documents/RelevantReportingPeriod.pdf)*, (PDF, 0.1MB)). Under List B, funds are not allowed to take in new CPF monies.",cpf-investment-schemes,What actions should Fund Management Companies/insurers take if their existing CPF Investment Scheme List A funds are unable to comply with the Total Expense Ratio (TER) caps?,https://www.cpf.gov.sg/employer/faq/business-partners/cpf-investment-schemes/what-actions-should-fund-management-companies-insurers-take-if-t
"There is no need to, submit a new undertaking. The previous undertaking continues to be valid for existing List A funds under CPF Investment Scheme.",cpf-investment-schemes,Do Fund Management Companies/insurers need to submit a new undertaking in view of the new Total Expense Ratio caps?,https://www.cpf.gov.sg/employer/faq/business-partners/cpf-investment-schemes/do-fund-management-companies-insurers-need-to-submit-a-new-under
"The fund would be upgraded to List A, and can take in CPF monies if its audited Total Expense Ratio meets the cap subsequently.",cpf-investment-schemes,Can a fund downgraded to List B resume accepting CPF monies once the fund's Total Expense Ratio meets the cap subsequently?,https://www.cpf.gov.sg/employer/faq/business-partners/cpf-investment-schemes/can-a-fund-downgraded-to-list-b-resume-accepting-cpf-monies-once
"CPF Board will assess whenever a fund, s audited financial statements become available (i.e. yearly basis for most funds). A company that wishes to have its fund assessed more frequently may submit to CPF Board the fund, s semi-annual audited financial statements according to its accounting period. The company must ensure that all subsequent published Total Expense Ratios (TERs), of its funds are also in line with the TER cap.",cpf-investment-schemes,How frequent will CPF Board assess whether a fund can or cannot take in CPF monies?,https://www.cpf.gov.sg/employer/faq/business-partners/cpf-investment-schemes/how-frequent-will-cpf-board-assess-whether-a-fund-can-or-cannot-
"The fund will remain under CPF Investment Scheme (as List B fund) but it will not be allowed to take in CPF new monies. However, the company will have to provide the fund, s investors with options to hold, redeem or make free switches within 3 months from informing the CPF Board of not meeting Total Expense Ratio caps.",cpf-investment-schemes,Will a fund be excluded from CPF Investment Scheme due to not meeting the Total Expense Ratio cap subsequent to the inclusion?,https://www.cpf.gov.sg/employer/faq/business-partners/cpf-investment-schemes/will-a-fund-be-excluded-from-cpf-investment-scheme-due-to-not-me
"Your company can apply to, include, the fund under List A if it undertakes to cap the TER of the fund with effect from the date it is launched for CPF subscription. The Letter of undertaking is attached below:
| | |
| --- | --- |
| , ãFMCs | , ãInsurers |
| [UT Inclusion of new fund under List A](/content/dam/web/member/faq/business-partners/documents/UT_Inclusion_of_new_fund_under_ListA.pdf) (PDF, 0.2MB) | , ã[ILP Inclusion of new fund under List A](/content/dam/web/member/faq/business-partners/documents/ILP_Inclusion_of_new_fund_under_ListA.pdf) (PDF, 0.2MB) |",cpf-investment-schemes,Can my company apply for the new fund to be included under the CPF Investment Scheme if its last audited Total Expense Ratio (TER) does not meet the TER cap?,https://www.cpf.gov.sg/employer/faq/business-partners/cpf-investment-schemes/can-my-company-apply-for-the-new-fund-to-be-included-under-the-c
